reference_number,first_name,middle_name,last_name,gender,date_of_birth,civil_status,religion,sss_number,tin_number,property_area,residency_and_citizenship,contact_number,email_address,facebook_account,no_and_street,barangay,municipality,province,resident_status,length_of_stay,permanent_address,provincial_address,parents_address,education,course,school_last_attended,year_graduated,source_of_funds,employer_business_name,employer_contact_number,position,employment_status,monthly_net_income,employer_business_address,other_income,other_monthly_income,food_and_groceries,electric_and_water,education_and_misc,other_expense,make_brand,series,year_model,variant,color,plate_no,engine_no,chassis_no,transmission,fuel,dealer_name,dealer_address,dealer_contact_number,loan_type,estimated_vehicle_value,down_payment_percentage,loan_amount_term,loan_purpose,marketing_source,sales_representative
250326123190,Emma,Bajao,Mata,M,1990-07-29,N,Roman Catholic,213-54-8915,987-65-4510,Urban,Resident Filipino Citizen,9123456978,user190@example.com,fb.com/user190,398 Ivy Crest Ave.,Baesa,Valenzuela City,Metro Manila,Residence,less_than_6_months,"852 Fern St., Mandaluyong City",147 Provincial Rd.,"678 Parent St., Las Pinas",Graduate,Music Production,UP Manila,2010,Salary,Audiophile,0917-123-4756,Business Consultant,Employee,65978,SM North Quezon City,None,0,2500,2000,1000,60478,Toyota,Wigo,2025,1.5 G,Brown,JKL6918,D4HB-123585,KNAE35A22L123585,Automatic,Gas,Radiar Motors,East Corner Quezon City,02-435-9932,New,343750,0.2,30,,,
250326123191,Eric,Gonzales,Lozada,F,1987-09-17,Y,Iglesia ni Cristo,213-54-8916,987-65-4511,Urban,Resident Filipino Citizen,9123456979,user191@example.com,fb.com/user191,520 Clover Patch Blvd.,Mendez,Valenzuela City,Metro Manila,Residence,1_to_3_years,"343 Elm St., Makati City",987 Provincial Rd.,"159 Parent St., Taguig",Graduate,Accountancy,Electron college,2007,Salary,Khobar CPA,0917-123-4757,Pet Groomer,Employee,99123,Pasig St Pasay City,None,0,2500,2000,1000,93623,Audi,Q5,2024,2,Black,JKL6919,D4HB-123586,KNAE35A22L123586,Automatic,Gas,Carlene's,West Ave Quezon City,02-333-2021,New,187500,0.2,12,,,
250326123192,Erica,Galve,Galario,F,1991-03-13,N,Muslim,213-54-8917,987-65-4512,Semi-Urban,Resident Filipino Citizen,9123456980,user192@example.com,fb.com/user192,655 Sage Valley Rd.,San Bartolome,Valenzuela City,Metro Manila,Residence,1_to_3_years,"684 Maple St., Taguig City",852 Provincial Rd.,"258 Parent St., Paranaque",Graduate,Tourism,De La Salle University,2015,Income from Business,Air Asia,0917-123-4758,Web Developer,Registered Business,86720,NAIA Terminal 2,None,0,2500,2000,1000,81220,BMW,X5,2024,40i,Blue,JKL6920,D4HB-123587,KNAE35A22L123587,Automatic,Gas,Kolocar Motour,Ariel Ave Taguig City,02-909-3201,New,277917.5,0.2,12,,,
250326123193,Ethan,Mapula,Carbonel,M,1998-06-14,N,Baptist,213-54-8918,987-65-4513,Urban,Resident Filipino Citizen,9123456981,user193@example.com,fb.com/user193,889 Basil Leaf Ln.,Salazar,Valenzuela City,Metro Manila,Residence,5_to_10_years,"1987 Cedar Rd., Pateros",753 Provincial Rd.,"369 Parent St., Las Pinas",Graduate,Nursing,San Beda University,2010,Salary,Infant Child Hospital,0917-123-4759,Data Scientist,Employee,47856,Lilo St Cubao Quezon City,None,0,2500,2000,1000,42356,Hyundai,Tucson,2023,2,Black,JKL6921,D4HB-123588,KNAE35A22L123588,Automatic,Gas,Motor Royale,11 Eskinita St Makati City,02-321-6543,New,312500,0.2,18,,,
250326123194,Eugene,Patrimonio,Mallare,M,1989-04-14,N,Roman Catholic,213-54-8919,987-65-4514,Urban,Resident Filipino Citizen,9123456982,user194@example.com,fb.com/user194,210 Thyme Garden Cir.,Sto. Domingo,Valenzuela City,Metro Manila,Residence,5_to_10_years,"7159 Birch St., Makati City",456 Provincial Rd.,"852 Parent Rd., Quezon City",Graduate,Information System,University of the Philippines,2011,Income from Business,SM Malls,0917-123-4760,Data Scientist,Registered Business,81042,Salazar Quezon City,None,0,2500,2000,1000,75542,Toyota,Wigo,2021,1.5 G,Red,JKL6922,D4HB-123589,KNAE35A22L123589,Automatic,Gas,Ford Manila,12 Eskinita St Makati City,02-321-6544,New,429318.825,0.2,36,,,
250326123195,Evan,Tomelden,Felipe,F,1994-11-29,N,Iglesia ni Cristo,213-54-8920,987-65-4515,Semi-Urban,Resident Filipino Citizen,9123456983,user195@example.com,fb.com/user195,322 Rosemary Creek Dr.,Rosa,Valenzuela City,Metro Manila,Residence,5_to_10_years,"123 Main St., Quezon City",456 Provincial Rd.,"789 Parent St., Caloocan",Graduate,Environmental Science,Laguna College,2008,Income from Business,ABC Tech Solutions,0917-123-4761,Flight Attendant,Registered Business,59232,"123 Tech Ave., Quezon City",None,0,2500,2000,1000,53732,Toyota,Vios,2021,E,Silver,JKL6923,D4HB-123590,KNAE35A22L123590,Automatic,Gas,Toyota Quezon City,"123 Automotive Ave., QC",0917-123-4567,New,475000,0.2,36,,,
250326123196,Evelyn,Germino,Jacob,F,1978-01-08,Y,Muslim,213-54-8921,987-65-4516,Urban,Resident Filipino Citizen,9123456984,user196@example.com,fb.com/user196,634 Peppermint Hollow Way,Kolidor,Valenzuela City,Metro Manila,Residence,1_to_3_years,"456 Oak Ave., Quezon City",123 Provincial Rd.,"102 Parent St., Manila",Graduate,Criminology,De La Salle University,2007,Income from Business,Juan dela Cruz Construction,0917-123-4762,Sound Engineer,Registered Business,44298,"456 Builder St., Makati",None,0,2500,2000,1000,38798,Honda,Civic,2020,Sport,Black,JKL6924,D4HB-123591,KNAE35A22L123591,Automatic,Gas,Honda Makati,"456 Car Sales St., Makati",0917-234-5678,New,280322.5,0.2,24,,,
250326123197,Faith,CABRERA,LLORCA,F,1952-08-02,N,Baptist,213-54-8922,987-65-4517,Urban,Resident Filipino Citizen,9123456985,user197@example.com,fb.com/user197,777 Cinnamon Spice Ct.,Bote,Valenzuela City,Metro Manila,Residence,5_to_10_years,"789 Pine St., Makati City",321 Provincial Rd.,"654 Parent St., Pasig",Graduate,Business Management,Mapua University,2006,Income from Business,Creative Minds Advertising,0917-123-4763,Finance Manager,Registered Business,70814,"789 Ad Blvd., Taguig",None,0,2500,2000,1000,65314,Ford,Ranger,2019,Wildtrak,Blue,JKL6925,D4HB-123592,KNAE35A22L123592,Automatic,Gas,Ford Manila,"789 Truck Lane, Manila",0917-345-6789,New,62500,0.2,12,,,
250326123198,Felix,DEL CASTILLO,Magbutay,F,1965-04-10,Y,Roman Catholic,213-54-8923,987-65-4518,Semi-Urban,Resident Filipino Citizen,9123456986,user198@example.com,fb.com/user198,854 Nutmeg Grove St.,Orlando,Malabon City,Metro Manila,Residence,5_to_10_years,"321 Elm St., Makati City",987 Provincial Rd.,"159 Parent St., Taguig",Graduate,Hospitality Management,University of the Philippines,2018,Salary,Global Finance Group,0917-123-4764,Flight Attendant,Employee,95438,"321 Finance St., Manila",None,0,2500,2000,1000,89938,Mitsubishi,Montero Sport,2022,GT,White,JKL6926,D4HB-123593,KNAE35A22L123593,Automatic,Gas,Mitsubishi Motors,"321 SUV Rd., Las Pinas",0917-456-7890,New,225000,0.2,24,,,
250326123199,Fiona,Bacsal,OBINA,M,1998-08-11,Y,Iglesia ni Cristo,213-54-8924,987-65-4519,Urban,Resident Filipino Citizen,9123456987,user199@example.com,fb.com/user199,940 Vanilla Orchid Ave.,Reyes,Quezon City,Metro Manila,Residence,1_to_3_years,"654 Maple St., Taguig City",852 Provincial Rd.,"258 Parent St., Paranaque",Graduate,Information Technology,University of the Philippines,2020,Salary,Stellar Innovations,0917-123-4765,Head Nurse,Employee,50890,"654 Innovation Rd., Pasig",None,0,2500,2000,1000,45390,Nissan,Patrol,2020,SE,Gray,JKL6927,D4HB-123594,KNAE35A22L123594,Automatic,Gas,Nissan Alabang,"654 SUV Blvd., Alabang",0917-567-8901,New,393750,0.2,36,,,
250326123200,Francis,Naag,Tobias,F,1985-12-18,Y,Muslim,213-54-8925,987-65-4520,Urban,Resident Filipino Citizen,9123456988,user200@example.com,fb.com/user200,152 Licorice Vine Blvd.,Barangay Munoz,Pasay City,Metro Manila,Residence,5_to_10_years,"987 Cedar Rd., Pateros",753 Provincial Rd.,"369 Parent St., Las Pinas",Graduate,Civil Engineering,Technological Institute of the Philippines,2017,Salary,Vida Health Services,0917-123-4766,Software Engineer,Employee,64130,"987 Health St., Quezon City",None,0,2500,2000,1000,58630,Chevrolet,Trailblazer,2021,LT,Red,JKL6928,D4HB-123595,KNAE35A22L123595,Automatic,Gas,Chevrolet Global City,"987 Auto Loop, Taguig",0917-678-9012,New,187500,0.2,12,,,
250326123201,Gabriel,Lavado,Borromeo,M,1992-08-30,N,Baptist,213-54-8926,987-65-4521,Urban,Resident Filipino Citizen,9123456989,user201@example.com,fb.com/user201,763 Ginger Root Rd.,Barangay Fort Bonifacio,Makati City,Metro Manila,Residence,1_to_3_years,"159 Birch St., Makati City",456 Provincial Rd.,"852 Parent Rd., Quezon City",Graduate,Public Administration,University of the Philippines,2018,Income from Business,Sunshine Bakery,0917-123-4767,Software Engineer,Registered Business,82578,"123 Bakery St., Makati",None,0,2500,2000,1000,77078,Kia,Sportage,2019,EX,Green,JKL6929,D4HB-123596,KNAE35A22L123596,Automatic,Gas,Kia Cubao,"214 Vehicle St., Cubao",0917-789-0123,New,201197.5,0.2,24,,,
250326123202,Gabriella,Angustia,Abundabar,F,1964-04-11,Y,Roman Catholic,213-54-8927,987-65-4522,Urban,Resident Filipino Citizen,9123456990,user202@example.com,fb.com/user202,449 Turmeric Blossom Ln.,Barangay Poblacion,Paranaque City,Metro Manila,Residence,1_to_3_years,"753 Ash St., San Juan City",147 Provincial Rd.,"963 Parent St., Malabon",Graduate,Fine Arts,University of the East,2017,Salary,Elegant Events,0917-123-4768,Project Manager,Employee,40209,"456 Event Ave., Taguig",None,0,2500,2000,1000,34709,Hyundai,Tucson,2020,GLS,Yellow,JKL6930,D4HB-123597,KNAE35A22L123597,Automatic,Gas,Hyundai Makati,"678 Car World Ave., Makati",0917-890-1234,New,404578.125,0.2,36,,,
250326123203,Garrett,Lanza,NIMO,M,1955-11-14,Y,Iglesia ni Cristo,213-54-8928,987-65-4523,Urban,Resident Filipino Citizen,9123456991,user203@example.com,fb.com/user203,674 Cardamom Springs Cir.,Barangay Bagong Pag-asa,Quezon City,Metro Manila,Residence,5_to_10_years,"246 Oak St., Mandaluyong City",258 Provincial Rd.,"345 Parent St., Navotas",Graduate,Engineering Management,University of Santo Tomas,2021,Salary,Top Notch Engineering,0917-123-4769,Graphic Designer,Employee,91994,"789 Engineer Rd., Manila",None,0,2500,2000,1000,86494,Subaru,Forester,2022,2.0i,Silver,JKL6931,D4HB-123598,KNAE35A22L123598,Automatic,Gas,Subaru Manila,"135 Subaru Road, QC",0917-901-2345,New,187500,0.2,18,,,
250326123204,George,Castro,Repas,M,1986-08-13,N,Muslim,213-54-8929,987-65-4524,Urban,Resident Filipino Citizen,9123456992,user204@example.com,fb.com/user204,589 Star Anise Dr.,Barangay Sto. Nino,Quezon City,Metro Manila,Residence,1_to_3_years,"357 Willow St., Pasay City",654 Provincial Rd.,"9753 Parent St., Caloocan",Graduate,Philosophy,Far Eastern University,2022,Salary,Quick Clean Solutions,0917-123-4770,Financial Analyst,Employee,72380,"321 Clean St., Caloocan",None,0,2500,2000,1000,66880,Suzuki,Vitara,2019,GLX,Blue,JKL6932,D4HB-123599,KNAE35A22L123599,Automatic,Gas,Suzuki BGC,"246 SUV St., BGC",0917-012-3456,New,135376.25,0.2,12,,,
250326123205,Georgia,Belardo,Arce,F,1987-10-11,N,Baptist,213-54-8930,987-65-4525,Urban,Resident Filipino Citizen,9123456993,user205@example.com,fb.com/user205,728 Clove Breeze Way,Barangay Pasong Tamo,Pasay City,Metro Manila,Residence,1_to_3_years,"951 Cherry Ln., Makati City",9843 Provincial Rd.,"159 Parent St., Taguig",Graduate,Social Work,National University,2020,Salary,Sky High Travel Agency,0917-123-4771,Web Developer,Employee,87654,"654 Travel Blvd., Pasig",None,0,2500,2000,1000,82154,Isuzu,D-Max,2021,LS,Black,JKL6933,D4HB-123600,KNAE35A22L123600,Automatic,Gas,Isuzu Manila,"356 Isuzu Ave., Manila",0917-123-4568,New,1021178.338,0.2,36,,,
250326123206,Giselle,Buenaventura,Africa,F,1995-10-21,N,Roman Catholic,213-54-8931,987-65-4526,Urban,Resident Filipino Citizen,9123456994,user206@example.com,fb.com/user206,894 Allspice Garden Ct.,Barangay Balingasa,San Juan City,Metro Manila,Residence,5_to_10_years,"135 Pine Rd., Quezon City",753 Provincial Rd.,"478 Parent St., Manila",Graduate,Biology,University of the Philippines,2019,Salary,Metro Realty,0917-123-4772,Nurse,Employee,49764,"789 Realty Rd., Makati",None,0,2500,2000,1000,44264,Toyota,Hilux,2020,G,White,JKL6934,D4HB-123601,KNAE35A22L123601,Automatic,Gas,Toyota Alabang,"876 Pickup Rd., Alabang",0917-234-5679,New,350000,0.2,24,,,
250326123207,Gloria,Etang,Castillo,F,1991-10-30,N,Iglesia ni Cristo,213-54-8932,987-65-4527,Semi-Urban,Resident Filipino Citizen,9123456995,user207@example.com,fb.com/user207,911 Bay Leaf Hollow St.,Barangay La Paz,Marikina City,Metro Manila,Residence,5_to_10_years,"852 Palm St., Makati City",951 Provincial Rd.,"159 Parent St., Pasay",Graduate,Sociology,Far Eastern University,2005,Income from Business,Dynamic Solutions IT,0917-123-4773,Baker,Registered Business,61780,"123 IT St., Quezon City",None,0,2500,2000,1000,56280,Honda,HR-V,2021,E,Red,JKL6935,D4HB-123602,KNAE35A22L123602,Automatic,Gas,Honda Pasig,"789 Honda St., Pasig",0917-345-6789,New,243750,0.2,24,,,
250326123208,Grace,Perra,Abella,F,1987-05-01,N,Muslim,213-54-8933,987-65-4528,Urban,Resident Filipino Citizen,9123456996,user208@example.com,fb.com/user208,663 Parsley Meadow Ave.,Barangay Tejeros,Manila City,Metro Manila,Residence,5_to_10_years,"246 Coconut St., Makati City",258 Provincial Rd.,"753 Parent St., Taguig",Graduate,Sports Management,School of Design,2004,Income from Business,Happy Pet Boarding,0917-123-4774,Event Planner,Registered Business,77921,"456 Pet Lane, Manila",None,0,2500,2000,1000,72421,Nissan,Terra,2022,VL,Black,JKL6936,D4HB-123603,KNAE35A22L123603,Automatic,Gas,Nissan Manila,"123 Nissan Ave., Manila",0917-456-7890,New,125000,0.2,12,,,
250326123209,Gregory,Lupiga,Molina,M,1969-11-28,Y,Baptist,213-54-8934,987-65-4529,Urban,Resident Filipino Citizen,9123456997,user209@example.com,fb.com/user209,550 Coriander Fields Blvd.,Barangay Poblacion,Taguig City,Metro Manila,Residence,less_than_6_months,"369 Banana Ave., Taguig City",123 Provincial Rd.,"456 Parent St., Pateros",Graduate,Creative Writing,University of the Philippines,2003,Salary,Brown's Grocery,0917-123-4775,Mechanical Engineer,Employee,53140,"789 Market St., Pasig",None,0,2500,2000,1000,47640,Mitsubishi,L300,2020,FB,White,JKL6937,D4HB-123604,KNAE35A22L123604,Automatic,Gas,Mitsubishi Ortigas,"456 Mitsubishi Rd., Ortigas",0917-567-8901,New,457021.25,0.2,18,,,
250326123210,Gwendolyn,AGLANAO,Ubiña,M,1959-05-15,Y,Roman Catholic,213-54-8935,987-65-4530,Urban,Resident Filipino Citizen,9123456998,user210@example.com,fb.com/user210,395 Mintwood Rd.,Barangay Santo Domingo,Malabon City,Metro Manila,Residence,1_to_3_years,"789 Grape St., Quezon City",654 Provincial Rd.,"789 Parent Rd., Mandaluyong",Graduate,Financial Management,University of Santo Tomas,2018,Salary,Arts & Crafts Co.,0917-123-4776,Janitor,Employee,96703,"321 Art St., Taguig",None,0,2500,2000,1000,91203,Ford,EcoSport,2019,Trend,Blue,JKL6938,D4HB-123605,KNAE35A22L123605,Automatic,Gas,Ford Global City,"321 Ford St., BGC",0917-678-9012,New,243750,0.2,24,,,
250326123211,Hannah,Pansoy,Raquepo,F,1976-11-17,Y,Iglesia ni Cristo,213-54-8936,987-65-4531,Urban,Resident Filipino Citizen,9123456999,user211@example.com,fb.com/user211,823 Olive Branch Ln.,Barangay San Rafael,Quezon City,Metro Manila,Residence,1_to_3_years,"456 Cherry Blossom Ln., San Juan City",321 Provincial Rd.,"963 Parent St., Navotas",Graduate,Graphic Design,University of Santo Tomas,2021,Salary,Fresh Produce Suppliers,0917-123-4777,Travel Agent,Employee,90046,"321 Farm St., Caloocan",None,0,2500,2000,1000,84546,Chevrolet,Tracker,2021,LT,Silver,JKL6939,D4HB-123606,KNAE35A22L123606,Automatic,Gas,Chevrolet Quezon City,"654 Chevy Ave., Quezon City",0917-789-0123,New,350000,0.2,36,,,
250326123212,Harold,Tan,Duhiling,M,1977-03-16,N,Muslim,213-54-8937,987-65-4532,Urban,Resident Filipino Citizen,9123457000,user212@example.com,fb.com/user212,221 Sunstone Crest Cir.,Barangay San Lorenzo,San Juan City,Metro Manila,Residence,1_to_3_years,"852 Fern St., Mandaluyong City",147 Provincial Rd.,"678 Parent St., Las Pinas",Graduate,Agriculture,De La Salle College of St. Benilde,2020,Salary,Tech Innovations,0917-123-4778,Real Estate Agent,Employee,69200,"456 Tech Park, Quezon City",None,0,2500,2000,1000,63700,Toyota,Innova,2020,G,Green,JKL6940,D4HB-123607,KNAE35A22L123607,Automatic,Gas,Toyota Mabuhay,"987 Toyota Rd., Quezon City",0917-890-1234,New,456250,0.2,24,,,
250326123213,Hayden,Peñaredondo,Soquila,M,1991-04-29,N,Baptist,213-54-8938,987-65-4533,Urban,Resident Filipino Citizen,9123457001,user213@example.com,fb.com/user213,307 Ruby Blossom Dr.,Barangay Fort Bonifacio,Taguig City,Metro Manila,Residence,5_to_10_years,"963 Heather Rd., Pasay City",258 Provincial Rd.,"321 Parent St., Caloocan",Graduate,Mass Communication,University of the Philippines,2019,Salary,Unified Health Systems,0917-123-4779,IT Specialist,Employee,42840,"789 Health Ave., Makati",None,0,2500,2000,1000,37340,Hyundai,Staria,2021,GLS,Black,JKL6941,D4HB-123608,KNAE35A22L123608,Automatic,Gas,Hyundai NLEX,"321 Hyundai Ave., NLEX",0917-901-2345,New,442000,0.2,30,,,
250326123214,Heather,Flores,Itliong,M,1991-05-12,Y,Roman Catholic,213-54-8939,987-65-4534,Urban,Resident Filipino Citizen,9123457002,user214@example.com,fb.com/user214,689 Emerald Valley Way,Barangay Holy Spirit,Manila City,Metro Manila,Residence,1_to_3_years,"789 Jasmine St., Marikina City",654 Provincial Rd.,"147 Parent St., Muntinlupa",Graduate,Sociology,Philippine High School for the Arts,2021,Income from Business,Premier Construction,0917-123-4780,Pet Caretaker,Registered Business,48996,"321 Builder St., Manila",None,0,2500,2000,1000,43496,Subaru,XV,2022,2.0i,Orange,JKL6942,D4HB-123609,KNAE35A22L123609,Automatic,Gas,Subaru North EDSA,"456 Subaru Rd., Quezon City",0917-012-3456,New,150000,0.2,12,,,
250326123215,Henry,Lenon,Alconis,M,1973-01-09,N,Iglesia ni Cristo,213-54-8940,987-65-4535,Urban,Resident Filipino Citizen,9123457003,user215@example.com,fb.com/user215,740 Sapphire Cove Ct.,Barangay Poblacion,Quezon City,Metro Manila,Residence,1_to_3_years,"321 Lavender St., Marikina City",963 Provincial Rd.,"789 Parent St., Binan",Graduate,Film and Broadcasting,Mapua University,2018,Income from Business,Quality Service Solutions,0917-123-4781,Store Manager,Registered Business,88987,"654 Service Rd., Taguig",None,0,2500,2000,1000,83487,Suzuki,Ertiga,2020,GA,Red,JKL6943,D4HB-123610,KNAE35A22L123610,Automatic,Gas,Suzuki Alabang,"789 Suzuki St., Alabang",0917-123-4567,New,62500,0.2,12,,,
250326123216,Hope,Millan,Lido,F,1987-08-28,Y,Muslim,213-54-8941,987-65-4536,Urban,Resident Filipino Citizen,9123457004,user216@example.com,fb.com/user216,556 Amethyst Ridge St.,Barangay La Paz,Makati City,Metro Manila,Residence,1_to_3_years,"456 Cantaloupe Rd., Taguig City",123 Provincial Rd.,"888 Parent St., Quezon City",Graduate,Creative Writing,University of Santo Tomas,2019,Income from Business,Green Fields Landscaping,0917-123-4782,Artisan,Registered Business,45619,"987 Green St., Pasig",None,0,2500,2000,1000,40119,Ford,Everest,2021,Titanium,Gray,JKL6944,D4HB-123611,KNAE35A22L123611,Automatic,Gas,Ford Manila,"123 Ford St., Manila",0917-345-6789,New,312500,0.2,24,,,
250326123217,Howard,Romulo,Ayson,M,1995-12-16,Y,Baptist,213-54-8942,987-65-4537,Urban,Resident Filipino Citizen,9123457005,user217@example.com,fb.com/user217,812 Onyx Hollow Ave.,Barangay San Antonio,Taguig City,Metro Manila,Residence,5_to_10_years,"852 Calamansi St., Pasig City",111 Provincial Rd.,"222 Parent St., Quezon City",Graduate,Theater Arts,University of the Philippines,2021,Salary,Simple Eats Restaurant,0917-123-4783,Supervisor,Employee,83542,"159 Food Lane, Quezon City",None,0,2500,2000,1000,78042,Kia,Seltos,2020,EX,Yellow,JKL6945,D4HB-123612,KNAE35A22L123612,Automatic,Gas,Kia Manila,"456 Kia Ave., Manila",0917-456-7890,New,187500,0.2,12,,,
250326123218,Rhyz Khezia,Edillor,Tumali,F,1980-07-10,Y,Roman Catholic,213-54-8943,987-65-4538,Urban,Resident Filipino Citizen,9123457006,user218@example.com,fb.com/user218,975 Topaz Springs Blvd.,Barangay Fort Bonifacio,Manila City,Metro Manila,Residence,5_to_10_years,"975 Lemon St., Manila City",333 Provincial Rd.,"444 Parent St., Makati City",Graduate,Data Science,Philippine Normal University,2020,Salary,Silver Line Technologies,0917-123-4784,Software Engineer,Employee,57833,"753 Tech St., Makati",None,0,2500,2000,1000,52333,Isuzu,mu-X,2022,LTX,Black,JKL6946,D4HB-123613,KNAE35A22L123613,Automatic,Gas,Isuzu Cebu,"789 Isuzu Rd., Cebu",0917-567-8901,New,199885,0.2,18,,,
250326123219,Wilfred,Sabudin,Bancual,M,1981-01-19,N,Iglesia ni Cristo,213-54-8944,987-65-4539,Urban,Resident Filipino Citizen,9123457007,user219@example.com,fb.com/user219,134 Opal Meadow Rd.,Barangay Poblacion,Quezon City,Metro Manila,Residence,5_to_10_years,"123 Lychee St., Quezon City",555 Provincial Rd.,"666 Parent St., Caloocan",Graduate,Architecture,University of the East,2019,Income from Business,Urban Style Clothing,0917-123-4785,Clinic Manager,Registered Business,76289,"963 Fashion St., Manila",None,0,2500,2000,1000,70789,Isuzu,mu-X,2021,L-Edition,Silver,JKL6947,D4HB-123614,KNAE35A22L123614,Automatic,Gas,Isuzu Quezon City,"123 Isuzu Ave., Quezon City",0917-678-9012,New,212500,0.2,18,,,
